record_id	source_record_id	paper_id	article_path	article_sha256	article_bytes	xml_path	xml_sha256	xml_bytes	coverage_reason
V2-P092	G092	10.1007/s10198-025-01852-w	corpus/1497-RA/doi_10.1007_s10198-025-01852-w.md	7f208ff259e02fac8440b9c0ae5754c94818f773a2d74423b127ff542b61626a	69374	input/projects/1497-RA/papers/doi_10.1007_s10198-025-01852-w.xml	b5bdef93161e84399a8d524d5f6df482dfa2c199b4ccc2d7d974c38d5dcfe86f	191888	frozen 209-paper JATS corpus
V2-P093	G093	10.1007/s11136-017-1512-x	corpus/2015150/doi_10.1007_s11136-017-1512-x.md	b20c61de79db4740a9852bd43f96acff500f7f5a383929ef915346ef7ce4e77f	44907	input/projects/2015150/papers/doi_10.1007_s11136-017-1512-x.xml	fd5d55ec8aec95ec877b838f8d9e60929a6324387a284d47c9e5741697cf55e7	90305	frozen 209-paper JATS corpus
V2-P094	G094	10.1007/s11136-019-02115-x	corpus/2014160/doi_10.1007_s11136-019-02115-x.md	04548203cbc5d71bba6264c57524d711ef2883c370edc52006135a39e0eab645	69271	input/projects/2014160/papers/doi_10.1007_s11136-019-02115-x.xml	9c84d2fa7e8ebbb3470837733982f3c1d00dc3ad096c45b40c9c72cedeb3d7db	111972	frozen 209-paper JATS corpus
V2-P095	G095	10.1007/s11136-020-02469-7	corpus/20170220/doi_10.1007_s11136-020-02469-7.md	f2ab2fd28939840934c26a947c8a3990e885a4dae65a88bb5334aa2a08fb0697	61434	input/projects/20170220/papers/doi_10.1007_s11136-020-02469-7.xml	01e36da4c30f08d32ac309ce545d50201d3b50a2666625bdfb5c1ad7853d6933	120475	frozen 209-paper JATS corpus
V2-P096	G096	10.1007/s11136-020-02688-y	corpus/2016170/doi_10.1007_s11136-020-02688-y.md	5d7c04ab1bf4b1d87968b8d8cc575c55820c8c1ea3019acf189a876b1f32bb96	121988	input/projects/2016170/papers/doi_10.1007_s11136-020-02688-y.xml	c7c06f3a7d83931444bf453017208eb8eb93af78174a52aa9c58f9aabf44e078	279129	frozen 209-paper JATS corpus
V2-P097	G097	10.1007/s11136-020-02712-1	corpus/2016470/doi_10.1007_s11136-020-02712-1.md	4f1a49da1d95d6c19834368504c32de36b541e51310ed101e8616eaf45d850c7	66890	input/projects/2016470/papers/doi_10.1007_s11136-020-02712-1.xml	44fa8ebc1bca577cd67cf714dae9cfd0e01e4eb79c2b620a41f9d5dde97eac03	114622	frozen 209-paper JATS corpus
V2-P098	G098	10.1007/s11136-020-02718-9	corpus/2016710/doi_10.1007_s11136-020-02718-9.md	421a9be9357f6020c7cdb5b8a40e84634618ef1aa32c23b36bae42cc2dd59006	36139	input/projects/2016710/papers/doi_10.1007_s11136-020-02718-9.xml	baa57fe61e09a2503410644382472f886a8d8f1e84487eef23002a3cf7390a59	56735	frozen 209-paper JATS corpus
V2-P099	G099	10.1007/s11136-021-02922-1	corpus/20170130/doi_10.1007_s11136-021-02922-1.md	8fa7e4ee78bbb8bd6bf393a22c7728963cb473780518d3d64ebd4ec65dd7fe76	71168	input/projects/20170130/papers/doi_10.1007_s11136-021-02922-1.xml	31a12c3b6a3a92ad42477d7a58d561a571922c320f30927ee5af4421efd9a849	138153	frozen 209-paper JATS corpus
V2-P100	G100	10.1007/s11136-021-03007-9	corpus/2015200/doi_10.1007_s11136-021-03007-9.md	e43e3d21c78a317a2f2181a314f7527590cf888c097e4a70bd1637db1a9197e7	70639	input/projects/2015200/papers/doi_10.1007_s11136-021-03007-9.xml	1bcdaa47d576062d531315c9003670d78bae3c1651fc9be124e25fdf24bb3df4	133205	frozen 209-paper JATS corpus
V2-P101	G101	10.1007/s11136-021-03075-x	corpus/20180230/doi_10.1007_s11136-021-03075-x.md	b74d1da3c908098efdcdb1f163991e4cc891ea8737c285ddf5b5ea1c3665186b	57070	input/projects/20180230/papers/doi_10.1007_s11136-021-03075-x.xml	d7980458dd75684dbb9efbb57cbe7c05e103d3db17eefd37aa60044b5518d225	155331	frozen 209-paper JATS corpus
V2-P102	G102	10.1007/s11136-022-03304-x	corpus/2016560/doi_10.1007_s11136-022-03304-x.md	a4f0a9073efa9d3b7dc78a1fac7ffc50b365e19017a2a57a3d23225fccd3ccab	54385	input/projects/2016560/papers/doi_10.1007_s11136-022-03304-x.xml	2487225de2e283f7cf5b5fe22ab6a84a0541c5685a86f36f603968ea7129e0b4	91299	frozen 209-paper JATS corpus
V2-P103	G103	10.1007/s11136-023-03509-8	corpus/461-RA/doi_10.1007_s11136-023-03509-8.md	b31d67968f6bdc2c3ade917555827fbe9294dc8cf1b6ece53c184c3ae825361b	81310	input/projects/461-RA/papers/doi_10.1007_s11136-023-03509-8.xml	6359434e47db5c59c9372dd3e3edaeb7a3ac65690aa1e37a897139bdc7b60aea	154364	frozen 209-paper JATS corpus
V2-P104	G104	10.1007/s11136-024-03618-y	corpus/342-RA/doi_10.1007_s11136-024-03618-y.md	d6179a7caa21fee0c9f0805d48adbbcae6b63fb84f3fc2894fa9ed1d66f5de18	48199	input/projects/342-RA/papers/doi_10.1007_s11136-024-03618-y.xml	1e2b092223e7ad7a20fe561df61a9d0bbcb8e0a902e5246d6562b3208a276c54	94461	frozen 209-paper JATS corpus
V2-P105	G105	10.1007/s11136-024-03754-5	corpus/243-RA/doi_10.1007_s11136-024-03754-5.md	1f4f3868188c77fe478b58029a12ec85b41ec4a07dccd704cc64d7e86ed5bc40	79308	input/projects/243-RA/papers/doi_10.1007_s11136-024-03754-5.xml	dff0325e7097e4a7df56b12a00caecac7f3a2ced58230016e3ecb16725670569	119434	frozen 209-paper JATS corpus
V2-P106	G106	10.1007/s11136-024-03817-7	corpus/466-RA/doi_10.1007_s11136-024-03817-7.md	60df454d5d3dbfc0bc0090101a2124061561063a4bad9dbdec40d388980638d9	50613	input/projects/466-RA/papers/doi_10.1007_s11136-024-03817-7.xml	d5a10885c9f7bf5bf12b7f356bf41bb60fe96f7a7a085cc41eb97b6860f1f923	115612	frozen 209-paper JATS corpus
V2-P107	G107	10.1007/s11136-024-03875-x	corpus/1475-RA/doi_10.1007_s11136-024-03875-x.md	f8d32a59a6e392759fc0c38accaee1b28f75699d4ff172abdcc62c41f4c4719f	64852	input/projects/1475-RA/papers/doi_10.1007_s11136-024-03875-x.xml	f198017e1d66ff17c61a6f9d907399dd77421c89e49b3b0f82015f727ff38099	146028	frozen 209-paper JATS corpus
V2-P108	G108	10.1007/s11136-025-03925-y	corpus/1644-RA/doi_10.1007_s11136-025-03925-y.md	db60fc6dd29a3a4603323be172f93ab3a6dadfa5d9249e99b8e019d5e49266e4	106684	input/projects/1644-RA/papers/doi_10.1007_s11136-025-03925-y.xml	ef17c80b21ef72b35feb1c2da99f6221380b177f17620f7ac81d60f0c78597f8	195825	frozen 209-paper JATS corpus
V2-P109	G109	10.1007/s11136-025-03930-1	corpus/1411-VS/doi_10.1007_s11136-025-03930-1.md	06cd47ce7b8c4e8d26327e3407a25539e756606d602863d3d907f73fd8c71dc7	73318	input/projects/1411-VS/papers/doi_10.1007_s11136-025-03930-1.xml	c91dba6b0e6b2afc5af21631c142d2fa0898b4309b598c6400f727b10a825eaa	157518	frozen 209-paper JATS corpus
V2-P110	G110	10.1007/s11136-025-03983-2	corpus/367-RA/doi_10.1007_s11136-025-03983-2.md	afc648a5368fb945d630b3b9a8cae8a92a9f18b8b489be05f308847bd549dc77	73694	input/projects/367-RA/papers/doi_10.1007_s11136-025-03983-2.xml	d206123f5d69763c576d3ea181736ec840ad6376a6721bbb82ec054dd0a2f5fb	120094	frozen 209-paper JATS corpus
V2-P111	G111	10.1007/s11136-025-04003-z	corpus/1811-RA/doi_10.1007_s11136-025-04003-z.md	b94ca45ec043a5b7b81d28380e4d24256b09bb60f846c3a8b8ac80a0090ee5a8	58977	input/projects/1811-RA/papers/doi_10.1007_s11136-025-04003-z.xml	6a95591a561b1a2461d87fd0808cfad0f402646db4182e62d27b662f15973bb1	96901	frozen 209-paper JATS corpus
V2-P112	G112	10.1007/s11136-025-04053-3	corpus/1970-RA/doi_10.1007_s11136-025-04053-3.md	294b302ed8a9a3c392b3a96e4d221031b5c0d5da65cd4755b3d24432ddf8cae3	175492	input/projects/1970-RA/papers/doi_10.1007_s11136-025-04053-3.xml	1d4a77b5283acfcee9227b25f9250598e627b757d83371fa3621ed7dafc8f99e	245660	frozen 209-paper JATS corpus
V2-P113	G113	10.1007/s11136-025-04077-9	corpus/337-RA/doi_10.1007_s11136-025-04077-9.md	c9d991ea736c679c545b095bb80a894864796b8403649cedc05be2522930889f	86999	input/projects/337-RA/papers/doi_10.1007_s11136-025-04077-9.xml	8f2433eca82e2a0dbe8f49bbe8fe0d839bc8531c51d799175eec7b390940a02b	167320	frozen 209-paper JATS corpus
V2-P114	G114	10.1007/s11136-025-04133-4	corpus/1816-RA/doi_10.1007_s11136-025-04133-4.md	cae39aa6cf1b317a30f9720046095b41b03b2099917a35d2bf8a92ff14afcab1	75885	input/projects/1816-RA/papers/doi_10.1007_s11136-025-04133-4.xml	383567be9e63c714437b6ab068e5489950229251847a630e711e01da88a5db82	172409	frozen 209-paper JATS corpus
V2-P115	G115	10.1007/s11136-025-04145-0	corpus/1487-RA/doi_10.1007_s11136-025-04145-0.md	5c7fea9e7096d269077e072c42f9c9bf6fc5026b0b3ff824757fa0118cd86150	52012	input/projects/1487-RA/papers/doi_10.1007_s11136-025-04145-0.xml	d0cedf26c1b8fdad98da82866889bd5da2c773b5b1bc559b5d731a4e2c5e925a	114840	frozen 209-paper JATS corpus
V2-P116	G116	10.1007/s11136-025-04150-3	corpus/365-RA/doi_10.1007_s11136-025-04150-3.md	84b48b2cb480dfcce2baff045168cea58615e2e013c0c9a5d31243c1c6e472be	101717	input/projects/365-RA/papers/doi_10.1007_s11136-025-04150-3.xml	3e851aacf92a416a553c4e4b07d50112eb56d9875402f21a46c46c9fdf0318c2	148729	frozen 209-paper JATS corpus
V2-P117	G117	10.1007/s11136-026-04226-8	corpus/1719-RA/doi_10.1007_s11136-026-04226-8.md	d861bd0506efa355b3a35e97f426005ee6b35cff805addab77db946c8dfebbea	141251	input/projects/1719-RA/papers/doi_10.1007_s11136-026-04226-8.xml	b3f88161972ef2982cb616a02b9371aeae870735038571402fdc3b6bd96df936	231894	frozen 209-paper JATS corpus
V2-P118	G118	10.1007/s11136-026-04242-8	corpus/464-RA/doi_10.1007_s11136-026-04242-8.md	a95441ee959867de73c67af105bd93c343dc4453809d7455737e8f433770316a	82441	input/projects/464-RA/papers/doi_10.1007_s11136-026-04242-8.xml	8b404c35b3123e576ef44f15c4bcecbe05223e105bd71e3cb24e5bfaa38a2bbe	171300	frozen 209-paper JATS corpus
V2-P119	G119	10.1007/s11136-026-04246-4	corpus/361-RA/doi_10.1007_s11136-026-04246-4.md	804d9f62adb6efca547e8afaf1ed07922a75771540fd53c458929c5c3c4b17e3	78727	input/projects/361-RA/papers/doi_10.1007_s11136-026-04246-4.xml	d20591859fd343e37b633fcb829248012971ff753fff43274eede3a09a827a5e	150248	frozen 209-paper JATS corpus
V2-P120	G120	10.1007/s11136-026-04285-x	corpus/460-RA/doi_10.1007_s11136-026-04285-x.md	d62ced1967083428bb2c81d5a06b79c932bc7ad0e62f8d7f596dd038ff9ef1fc	89156	input/projects/460-RA/papers/doi_10.1007_s11136-026-04285-x.xml	48a11a77aa0db598cc9ac3be264317f009a2d98874e87f03bcdd345725b996a5	131604	frozen 209-paper JATS corpus
V2-P121	G121	10.1007/s11136-026-04294-w	corpus/1830-RA/doi_10.1007_s11136-026-04294-w.md	fdd1bfccac963eceb115a73a99b0df237eced6dd69bc4e317ae17cda44803289	49092	input/projects/1830-RA/papers/doi_10.1007_s11136-026-04294-w.xml	96ac5b9ba5f71c9e71fb8a5be43c2ff855739e1bf0396e4538ee523b2e0d413e	93978	frozen 209-paper JATS corpus
V2-P122	G122	10.1007/s11136-026-04315-8	corpus/1799-RA/doi_10.1007_s11136-026-04315-8.md	92631867d7687de400486963e54172f4de9b8859611127ec058a55cd8bd3a5f4	46500	input/projects/1799-RA/papers/doi_10.1007_s11136-026-04315-8.xml	ccf80f3e041f9bd07b41fffa9e194a1880dead99e9369ea966c3763098f92996	112832	frozen 209-paper JATS corpus
V2-P123	G123	10.1007/s12311-023-01597-3	corpus/349-RA/doi_10.1007_s12311-023-01597-3.md	67e840269959c9442333fbc1f26c3d22368168f4961145b9678a1a7d7c3dbc7d	60887	input/projects/349-RA/papers/doi_10.1007_s12311-023-01597-3.xml	1c8e523e659974af11dcd27eddaec2c3e36d4537f12228c838b526461a053291	124757	frozen 209-paper JATS corpus
V2-P124	G124	10.1007/s40258-021-00639-3	corpus/20170400/doi_10.1007_s40258-021-00639-3.md	0d6462427e64575f7139aaf3e362a742b2aa7c66106ad5f1261e2e2f5cb6c25f	77402	input/projects/20170400/papers/doi_10.1007_s40258-021-00639-3.xml	4ce00910e6e1a763355bba8e65a9248f29bff4e321934d2f683e09f237a3dc8c	140417	frozen 209-paper JATS corpus
V2-P125	G125	10.1007/s40258-022-00772-7	corpus/20190460/doi_10.1007_s40258-022-00772-7.md	a7845f657f23302e62c6915868cbcf0c8530bab59d535c2ddd02031a21b3d02f	132749	input/projects/20190460/papers/doi_10.1007_s40258-022-00772-7.xml	d842a3b656e5287b494ecdaf400b1907cb684fb8c2f1955672fb86169cf800ef	210415	frozen 209-paper JATS corpus
V2-P126	G126	10.1007/s40258-023-00798-5	corpus/2021-RA/doi_10.1007_s40258-023-00798-5.md	a3b76abaf1369572ffe8c9a3fd3d132e04aef1abb93c8730546f5020fc85320b	50592	input/projects/2021-RA/papers/doi_10.1007_s40258-023-00798-5.xml	1dea935df539601911206d823932ef202c4ebdf189ceea7dd81fab99bf2a747b	97153	frozen 209-paper JATS corpus
V2-P127	G127	10.1007/s40258-025-00954-z	corpus/1767-RA/doi_10.1007_s40258-025-00954-z.md	de0405964ea0d43d90d3fa0acc825ce046c65bff84aef08a44942b8040365452	68428	input/projects/1767-RA/papers/doi_10.1007_s40258-025-00954-z.xml	b861b576480ea7935e44a0946094c42646b0945d5ad83a73c34f7b324a2c272e	117878	frozen 209-paper JATS corpus
V2-P128	G128	10.1007/s40271-020-00490-z	corpus/20190080R1/doi_10.1007_s40271-020-00490-z.md	a84df7d92de7535ed71babcf68e6aae70a1145abe782288271a6a7f82557c06f	60814	input/projects/20190080R1/papers/doi_10.1007_s40271-020-00490-z.xml	7c8c38e447cfd055b9bf97441ce49130c7c69b70fa95dbf3cffbdc17b249dbf7	113520	frozen 209-paper JATS corpus
V2-P129	G129	10.1007/s40271-022-00572-0	corpus/20180130/doi_10.1007_s40271-022-00572-0.md	16363aec8ce4fc47fc6bec548210daeb93cfedbff813015fa70eee75d1db66c9	58495	input/projects/20180130/papers/doi_10.1007_s40271-022-00572-0.xml	bd609cbad538cb41b521ead5433b1658d736811710c5d6aac7f3cf8987db83af	107329	frozen 209-paper JATS corpus
V2-P130	G130	10.1007/s40271-023-00647-6	corpus/150-RA/doi_10.1007_s40271-023-00647-6.md	f032730cdf77833b1eae4a7f589c16e23726fa1ed7e4d061286b8e9670d9f1f2	75984	input/projects/150-RA/papers/doi_10.1007_s40271-023-00647-6.xml	7e525370e4416d9dc5fd1662fa7b9c2928d18b3f6eefe7c60a27ff71feff8726	118045	frozen 209-paper JATS corpus
V2-P131	G131	10.1007/s40271-025-00729-7	corpus/150-RA/doi_10.1007_s40271-025-00729-7.md	fb4d743f9a0e75d57decc78b76c41075602e60ef190ae1c99d2df742b6f455ec	70997	input/projects/150-RA/papers/doi_10.1007_s40271-025-00729-7.xml	aab9bda48945ab81bcaac2ecc2eef7d071aff48af37ffa3192f30412fc14599e	104552	frozen 209-paper JATS corpus
V2-P132	G132	10.1007/s40271-025-00787-x	corpus/150-RA/doi_10.1007_s40271-025-00787-x.md	e7965b5dc59a53e55c9373ecc2a8034e0713aaa36b63d68d2a22598e838f5219	84703	input/projects/150-RA/papers/doi_10.1007_s40271-025-00787-x.xml	e2e6a1af23430803c85c45263258f5cefc8bbe0e6a9cd12bd4387e629124b4c7	134855	frozen 209-paper JATS corpus
V2-P133	G133	10.1007/s40273-016-0404-1	corpus/2015410/doi_10.1007_s40273-016-0404-1.md	467cb82e557941064c134149dbaf410ed7cffd108084fcd2507a051db5c532c9	56286	input/projects/2015410/papers/doi_10.1007_s40273-016-0404-1.xml	7ebb46736d82114a494741503a5b8c0d32bd75892f34117c921c6f18243b24b2	101754	frozen 209-paper JATS corpus
V2-P134	G134	10.1007/s40273-017-0538-9	corpus/2013240/doi_10.1007_s40273-017-0538-9.md	0b9f6fafcfa8ad499c3fa45890a2f65f47f9c033f161472248c4d2e5f1832ed9	81428	input/projects/2013240/papers/doi_10.1007_s40273-017-0538-9.xml	de79d78aa4ab8fbe14edd9c8edae80b877f9b55a7afafd646b1af59d3d5e7fc3	130022	frozen 209-paper JATS corpus
V2-P135	G135	10.1007/s40273-018-0623-8	corpus/2016620/doi_10.1007_s40273-018-0623-8.md	186f3ca9983fdd64f2d5b5f34c28b40daacfeee9d2218e89ea0a47210fe6b043	137198	input/projects/2016620/papers/doi_10.1007_s40273-018-0623-8.xml	2a5a43812d1a00c19537929de21d93d39c6c96d87f3c70ccdf24de4f3d6d21ce	210888	frozen 209-paper JATS corpus
V2-P136	G136	10.1007/s40273-018-0642-5	corpus/2016170/doi_10.1007_s40273-018-0642-5.md	2db101c7ed9e576690145c64ba93fbb06f684053fb8ed9af2058f27508d0b6fa	84553	input/projects/2016170/papers/doi_10.1007_s40273-018-0642-5.xml	2df1ba58a681b046d1bc46331eff5b461a3938d61840992560601c09e2f7bf3c	164536	frozen 209-paper JATS corpus
V2-P137	G137	10.1007/s40273-018-0647-0	corpus/2014150/doi_10.1007_s40273-018-0647-0.md	5c6c731b9f72ea082f2c37410bd41ab74bd18a7f403a46725b740ce15576ea8f	51610	input/projects/2014150/papers/doi_10.1007_s40273-018-0647-0.xml	e5b7bf1e8fe1d143f2d4ad8841b19a69d9a559ef79bc8b01b9857b1c82e7741d	114717	frozen 209-paper JATS corpus
V2-P138	G138	10.1007/s40273-018-0694-6	corpus/2015300/doi_10.1007_s40273-018-0694-6.md	8faf1d25d9d2ce761d7ee8a04c18a3ef15fb82c2e9d1dc14d4f3613d98191762	88551	input/projects/2015300/papers/doi_10.1007_s40273-018-0694-6.xml	2e1cebc0108c6fcbda08377396fad8012bf8ccdbcbed8b62102cfb924221e8e1	149834	frozen 209-paper JATS corpus
V2-P139	G139	10.1007/s40273-019-00811-7	corpus/2015240/doi_10.1007_s40273-019-00811-7.md	b713bf6250a5ec2757ca41dd56367116db3502403d833dd13b183b8fb0a1a98d	78010	input/projects/2015240/papers/doi_10.1007_s40273-019-00811-7.xml	e0549ab03230d104ea917821dda53decf99e39b40f8c8871274f50943e438206	141527	frozen 209-paper JATS corpus
V2-P140	G140	10.1007/s40273-019-00876-4	corpus/20170510/doi_10.1007_s40273-019-00876-4.md	8bd8f189f9c3e73dae9d85dda89b1ce5bdb9175a9a8d009d3abe13f5643fbcfc	67028	input/projects/20170510/papers/doi_10.1007_s40273-019-00876-4.xml	cc1d457f1baf5b5137f48cc34ca12c2a8c7b6fe4b7cf8c0b106ef4e81c48f4df	125805	frozen 209-paper JATS corpus
V2-P141	G141	10.1007/s40273-020-00994-4	corpus/20180510/doi_10.1007_s40273-020-00994-4.md	8dfb64c20c30a11decd2b0a77f19a32dd0f361319c9b7b1c0d773ae9578b2e40	44807	input/projects/20180510/papers/doi_10.1007_s40273-020-00994-4.xml	9a785c300b8808613a0f9bcf40996be6a44225155b970b462fb971deeea0d8c7	89729	frozen 209-paper JATS corpus
V2-P142	G142	10.1007/s40273-021-01109-3	corpus/20190220/doi_10.1007_s40273-021-01109-3.md	cf31a37b75f604d90ea7bd64f93d855ddb880c59808428bcdbe9bafde22baa16	61036	input/projects/20190220/papers/doi_10.1007_s40273-021-01109-3.xml	9b21b84e2eddcc9b0c94bad54948173bd8f3dd0f5d26c54260cc4768af63f2c8	99715	frozen 209-paper JATS corpus
V2-P143	G143	10.1007/s40273-022-01143-9	corpus/20180510/doi_10.1007_s40273-022-01143-9.md	2ecd76672bc40a609d04edfb1943789f8e029ceefda018a8928051dcdc8a54e9	75576	input/projects/20180510/papers/doi_10.1007_s40273-022-01143-9.xml	647b656987ebfcf2c0919489e2f06536648d7926cd1c2511b3acbf9b00a55f34	128839	frozen 209-paper JATS corpus
V2-P144	G144	10.1007/s40273-022-01172-4	corpus/20170600/doi_10.1007_s40273-022-01172-4.md	c9264d51f9a9d96f1625217f05572b96dee60905081203f8f5e7cc21248f6c7f	84705	input/projects/20170600/papers/doi_10.1007_s40273-022-01172-4.xml	052b52c2ab9866b7061786a05141c1d17605acfb93fc62972321f0165142cd9d	136217	frozen 209-paper JATS corpus
V2-P145	G145	10.1007/s40273-022-01208-9	corpus/335-RA/doi_10.1007_s40273-022-01208-9.md	538ecd89d31e36ae70e753e37eae5f50b1e18d12609ab7f5629677f06bb1e4fa	59469	input/projects/335-RA/papers/doi_10.1007_s40273-022-01208-9.xml	a57d75341120c6cd0a60113758034da60bb3a06df574433dc4d2e767dda880df	104720	frozen 209-paper JATS corpus
V2-P146	G146	10.1007/s40273-022-01210-1	corpus/20180490/doi_10.1007_s40273-022-01210-1.md	2d9a0b8e02c0f5c456e661027b22c536aed26c1a76529ec00e1001cb8fd003f2	61466	input/projects/20180490/papers/doi_10.1007_s40273-022-01210-1.xml	f1dc29ae7f7cd6ca2c848f63d44e7a5262bb6f21dc12bc3cfcdaaa8d1a4f5082	123967	frozen 209-paper JATS corpus
V2-P147	G147	10.1007/s40273-022-01216-9	corpus/20191020/doi_10.1007_s40273-022-01216-9.md	e86e0424c494875ca381b346f7b1e754e10b3f9912e8bef933efd9c625749b1d	55701	input/projects/20191020/papers/doi_10.1007_s40273-022-01216-9.xml	5602075d4c8f56a3cd4548bda28dd8d7f3e1d547577971d18a9c4177280a5e24	104099	frozen 209-paper JATS corpus
V2-P148	G148	10.1007/s40273-022-01222-x	corpus/409-RA/doi_10.1007_s40273-022-01222-x.md	c015cd457d432d5aa1995bc6baf79cc906f7360a2d065bfba7c6716f7490ca94	42476	input/projects/409-RA/papers/doi_10.1007_s40273-022-01222-x.xml	aee930887bd6198b346247768a74d817cde119fad886f1224ca335b61535d15d	64191	frozen 209-paper JATS corpus
V2-P149	G149	10.1007/s40273-023-01280-9	corpus/377-VS/doi_10.1007_s40273-023-01280-9.md	b3b06675fa700840c4dcabb5203c9da0a1cb32a697ff6576016d997775bd7bbf	49490	input/projects/377-VS/papers/doi_10.1007_s40273-023-01280-9.xml	e4e30d7cffccbbeaace85715e0c1d2489ac14aed361a0f27d9f1558c97ffa83a	95353	frozen 209-paper JATS corpus
V2-P150	G150	10.1007/s40273-024-01354-2	corpus/330-PHD/doi_10.1007_s40273-024-01354-2.md	25407a32911b9c0e1e451504f97600da7156321f4d963817ac905691d1a810ee	122201	input/projects/330-PHD/papers/doi_10.1007_s40273-024-01354-2.xml	775ee615c9f8b8505923e85a984ff2a9ccfd40863ed1645ae7a388a2aa48e424	188340	frozen 209-paper JATS corpus
V2-P151	G151	10.1007/s40273-024-01355-1	corpus/330-PHD/doi_10.1007_s40273-024-01355-1.md	633eb2bff96f852e926b671acfe3224db72ec75c70aead1bc532c4eac3390435	90806	input/projects/330-PHD/papers/doi_10.1007_s40273-024-01355-1.xml	40a88ed671e062f9cd7589a00a96ebf211a1a5656f59ed19e241636809d4ae4e	172724	frozen 209-paper JATS corpus
V2-P152	G152	10.1007/s40273-024-01404-9	corpus/220-VS/doi_10.1007_s40273-024-01404-9.md	0cd9b2804d487dea4057fd1f2f5e3240497a226bf8070b1f0c13ecd3d6e22c9c	95575	input/projects/220-VS/papers/doi_10.1007_s40273-024-01404-9.xml	819cffd610ec5aa47211c1d82bb8df6d122cacdb547fc23a19e5797280eb9fc3	202313	frozen 209-paper JATS corpus
V2-P153	G153	10.1007/s40273-025-01473-4	corpus/1654-TVG/doi_10.1007_s40273-025-01473-4.md	de7a3bb705afbd073ff4b1dafe8ae52ecde2df9df865971df98c08118192fa51	79803	input/projects/1654-TVG/papers/doi_10.1007_s40273-025-01473-4.xml	a42ecc3b2372e2abf53ee99ee2f044a8bf5eec1599e5b65300ae07f33625ca0f	166622	frozen 209-paper JATS corpus
V2-P154	G154	10.1007/s40273-025-01476-1	corpus/1578-RA/doi_10.1007_s40273-025-01476-1.md	5458440de4fda7b5d6a24520f6806e84f8655377b767d63a053525ddced5fe11	43713	input/projects/1578-RA/papers/doi_10.1007_s40273-025-01476-1.xml	7b2a9d7cea906a48eaabb3cc82974ae51cc8dd0f357d575cc7a8a802ff58ce7f	101062	frozen 209-paper JATS corpus
V2-P155	G155	10.1007/s40273-025-01493-0	corpus/348-PHD/doi_10.1007_s40273-025-01493-0.md	5b830978c69c11c5a256b6b3e293431ef260509a9877c79d634e97896f725209	100833	input/projects/348-PHD/papers/doi_10.1007_s40273-025-01493-0.xml	52d3cfc8c0b3d769bb0df1c34cadd45bb0d9b9af631db749eb2a8183442b5dfc	208340	frozen 209-paper JATS corpus
V2-P156	G156	10.1007/s40273-025-01519-7	corpus/1741-RA/doi_10.1007_s40273-025-01519-7.md	42eb455e48c118aebbb880a56da2157e3236918ebc16f09c140f8d91399f8507	96091	input/projects/1741-RA/papers/doi_10.1007_s40273-025-01519-7.xml	237f007ba67cc219644585242e818961a64fd6e46a8fdd9bdf15d9c1e73ba172	269718	frozen 209-paper JATS corpus
V2-P157	G157	10.1007/s40273-025-01545-5	corpus/432-RA/doi_10.1007_s40273-025-01545-5.md	2ab6929abda8f2912cf56f267942426f5c602b188f8d6491fd348fa3df46ea30	62941	input/projects/432-RA/papers/doi_10.1007_s40273-025-01545-5.xml	bf2842b609b80d1520cd81973f4cc4d8a2d2f3aa90502d6f6239654cd9da6adc	121650	frozen 209-paper JATS corpus
V2-P158	G158	10.1007/s41669-022-00353-3	corpus/20170491/doi_10.1007_s41669-022-00353-3.md	17d8ec5843d25a71f79d2503ddbfbabc47418d9f1f876074814b69cffed9b885	68195	input/projects/20170491/papers/doi_10.1007_s41669-022-00353-3.xml	c02746111cab030771ec13406412902165f3ec1bff6505a5ca66a0305ba0e866	129871	frozen 209-paper JATS corpus
V2-P159	G159	10.1007/s41669-023-00437-8	corpus/20180660/doi_10.1007_s41669-023-00437-8.md	df49e9c67dfb8f051961c73d3ee338087def60c03a26bf962b0c976862547f0e	62825	input/projects/20180660/papers/doi_10.1007_s41669-023-00437-8.xml	377eea220ff27f4031a87d0159bdbb7ce2953ad664c614702591cc325a9031af	134719	frozen 209-paper JATS corpus
V2-P160	G160	10.1007/s41669-024-00486-7	corpus/351-RA/doi_10.1007_s41669-024-00486-7.md	dd0eab4abc6332fc9965a9e57ff912ee12fa04bd7b6f6e9f6836cb54f1a8094f	62604	input/projects/351-RA/papers/doi_10.1007_s41669-024-00486-7.xml	d08e5e83f4a1e19ce7a189f4dfdba426004c228752bd2ab3e6f61238edc3d142	102218	frozen 209-paper JATS corpus
V2-P161	G161	10.1016/j.jval.2021.03.019	corpus/20180510/doi_10.1016_j.jval.2021.03.019.md	940dee1d81a84a9a7ef540f3f2a73fff7539309202ac1da03a00d9ee2696c755	60879	input/projects/20180510/papers/doi_10.1016_j.jval.2021.03.019.xml	8f835ca11d498e90722787e973e7132071154716f7092cb700f13e9b8349f3fd	112919	frozen 209-paper JATS corpus
