record_id	source_record_id	paper_id	article_path	article_sha256	article_bytes	xml_path	xml_sha256	xml_bytes	coverage_reason
V2-P162	G162	10.1017/s0266462326103602	corpus/1505-RA/doi_10.1017_s0266462326103602.md	4f26cab992adb34e099c71814ee81c54b02de2bffc8ad03c5f824627b93901be	101826	input/projects/1505-RA/papers/doi_10.1017_s0266462326103602.xml	494d09880a686266c8f11352e37b8767c146b9c59c1d6885a71885a31dbc5724	191922	frozen 209-paper JATS corpus
V2-P163	G163	10.1097/mlr.0000000000002200	corpus/304-PHD/doi_10.1097_mlr.0000000000002200.md	ce47d971885dace618d584c4ad063d8af999edb0c5dcd13591218d08e9aef14a	41427	input/projects/304-PHD/papers/doi_10.1097_mlr.0000000000002200.xml	e25654840107b21d30b5d6283727cdc5fc67abd828adbf624c6d76f92c6716e1	95368	frozen 209-paper JATS corpus
V2-P164	G164	10.1136/bmjopen-2020-048176	corpus/2016480/doi_10.1136_bmjopen-2020-048176.md	b89de0d7ad8c1f7cb18997088bba2c234c2d02c91fc6d68e0da63a4b50b6d0ff	131677	input/projects/2016480/papers/doi_10.1136_bmjopen-2020-048176.xml	45fc2157c840889ce250d2472610a7b52490db719f3b2c234d3dc27ebc935bce	222656	frozen 209-paper JATS corpus
V2-P165	G165	10.1136/bmjopen-2021-051727	corpus/20180130/doi_10.1136_bmjopen-2021-051727.md	c52abb7cfcc313062a326c28123e3a5a25f7e81e0c114dfdb4d5a7a14f1ae841	41246	input/projects/20180130/papers/doi_10.1136_bmjopen-2021-051727.xml	adfbfd63b8ce5bebb33ae255199b06a69d388b7f8b07f24541269ba5fb0c0d45	78779	frozen 209-paper JATS corpus
V2-P166	G166	10.1136/bmjopen-2024-084440	corpus/20180740/doi_10.1136_bmjopen-2024-084440.md	eab0126806b8f22f1b027d0c8600f2d567b02acf882901a68de6ae106ed8741d	62615	input/projects/20180740/papers/doi_10.1136_bmjopen-2024-084440.xml	9ff24a3ff7dec4c09722d5fb83c4f5e09d6885e3b6cd20817a292be9b4cfd13e	129849	frozen 209-paper JATS corpus
V2-P167	G167	10.1136/bmjopen-2024-091097	corpus/1769-RA/doi_10.1136_bmjopen-2024-091097.md	79618ede03bfa30832b64622f68c05988e6551f87315ccba023957ba8384847e	47505	input/projects/1769-RA/papers/doi_10.1136_bmjopen-2024-091097.xml	f126a2a21cd97088ba2325bbf416a3742bef422e8b4d2c5201a1080c8628889a	82752	frozen 209-paper JATS corpus
V2-P168	G168	10.1136/bmjopen-2024-097598	corpus/1704-RA/doi_10.1136_bmjopen-2024-097598.md	21f3eb92df6f2e28b4fa4d44f0559ef20deb1192ab09cfe164c764142621f53d	48411	input/projects/1704-RA/papers/doi_10.1136_bmjopen-2024-097598.xml	a87ac588b161dea28c4808f78e62be6eaeef97d70ecc2d3322c22148caa5764f	96731	frozen 209-paper JATS corpus
V2-P169	G169	10.1136/bmjopen-2025-102509	corpus/1598-RA/doi_10.1136_bmjopen-2025-102509.md	56f910380217e3a4111bbe7e22132ea29c6a4330ae6d3b352b19edfb085eef2d	47716	input/projects/1598-RA/papers/doi_10.1136_bmjopen-2025-102509.xml	35e4a0b745d5da7d8ce6129b264d4d88b2404ec253704edc03a6901f245f5d6f	88850	frozen 209-paper JATS corpus
V2-P170	G170	10.1177/0272989x18765184	corpus/2015150/doi_10.1177_0272989x18765184.md	612915e78912f9c29ed34e87d88408d0f2582d6d01c9dee112c92fe8c4690b8f	38334	input/projects/2015150/papers/doi_10.1177_0272989x18765184.xml	282bd855497b9d23b9a0f3965f0d22fe6f8923cc26a85e0be344de53fa3728bf	90609	frozen 209-paper JATS corpus
V2-P171	G171	10.1177/0272989x19841587	corpus/2015150/doi_10.1177_0272989x19841587.md	2d50dd6b2baa6039032f778f7dfaba55c94a05a9f2c00413e4d5a5576dacbb37	62695	input/projects/2015150/papers/doi_10.1177_0272989x19841587.xml	bf0634600b4fadcce9cec6eafd1b6306052f2d6a672c22d5545acf4cc3486233	183101	frozen 209-paper JATS corpus
V2-P172	G172	10.1177/0272989x211001859	corpus/20180280/doi_10.1177_0272989x211001859.md	d3ba83c8932d41d4b1ddc942e83eb80d5cb9ab67daf0d2263967d5823dd91f00	49985	input/projects/20180280/papers/doi_10.1177_0272989x211001859.xml	b3a288bb42e8fb1ae4cad1439d051ff5e147ac1d9198a3e3bf1543837a8656ab	94319	frozen 209-paper JATS corpus
V2-P173	G173	10.1177/0272989x251325828	corpus/341-RA/doi_10.1177_0272989x251325828.md	e4063e816586a8e5b950966bc16d953e8fd2607a99ce77d159343a9a43d3145b	42340	input/projects/341-RA/papers/doi_10.1177_0272989x251325828.xml	036bafe3f84a51fb7ddc2eb1b43dfb5d1f875d00818b0cfea54a6bd2b4138efe	92981	frozen 209-paper JATS corpus
V2-P174	G174	10.1186/s12889-018-5706-0	corpus/2013240/doi_10.1186_s12889-018-5706-0.md	a87301d2f9843a690a82156a6439327902948364a5d42df83c2150818f23262f	67215	input/projects/2013240/papers/doi_10.1186_s12889-018-5706-0.xml	f21b4164c581510faa98fd633e29092a877c5c182553214d492ddfc9c5be50e0	135663	frozen 209-paper JATS corpus
V2-P175	G175	10.1186/s12955-017-0617-9	corpus/2014030/doi_10.1186_s12955-017-0617-9.md	025bf4d94deafd76836a36f85386dd1ed8eee4b927f54724add93d07d78eeb88	64738	input/projects/2014030/papers/doi_10.1186_s12955-017-0617-9.xml	5e8a4da0dcfa844f34aae703ea252ac63b2afd745aff370a0559b92af5133eda	96901	frozen 209-paper JATS corpus
V2-P176	G176	10.1186/s12955-019-1139-4	corpus/2016160/doi_10.1186_s12955-019-1139-4.md	96468a5ec21dbf5b6f786f3e1ad361d634d51544cd948fc9122eb68119eddf5d	47075	input/projects/2016160/papers/doi_10.1186_s12955-019-1139-4.xml	de2c61b533f0e1b219a80ee16bbf00de910ddf1e3ae187012d13d396c0672706	85632	frozen 209-paper JATS corpus
V2-P177	G177	10.1186/s12955-020-01394-0	corpus/20180330/doi_10.1186_s12955-020-01394-0.md	8d250ffb8013236f7870be5a94b4dde2858c3dee9c4e4f682e183a2d9812ae15	45118	input/projects/20180330/papers/doi_10.1186_s12955-020-01394-0.xml	93b153f579a50047223ca5cfb2703056f406594057393acaa7c189b3fb17d9df	81742	frozen 209-paper JATS corpus
V2-P178	G178	10.1186/s12955-020-01410-3	corpus/20170540/doi_10.1186_s12955-020-01410-3.md	6850f450b6257148971cbafb2b5edf2d5cb37424ccec061f735ce0d5d41d2aa8	47836	input/projects/20170540/papers/doi_10.1186_s12955-020-01410-3.xml	2e21faeeb695ed968a8a10eb5aeea4b699f9cb76bc9d1524fc25e36ae8bd53ce	88882	frozen 209-paper JATS corpus
V2-P179	G179	10.1186/s12955-021-01771-3	corpus/20180330/doi_10.1186_s12955-021-01771-3.md	196ce19675e2f68c8b4d0609b111ab150d0610446f76b80ddc720e426f55e755	54332	input/projects/20180330/papers/doi_10.1186_s12955-021-01771-3.xml	a337a2cdd2075051fad56f7cef096df1b4ef8416e666216ba92e53a6ef7adafb	102626	frozen 209-paper JATS corpus
V2-P180	G180	10.1186/s12955-022-01989-9	corpus/2016220/doi_10.1186_s12955-022-01989-9.md	209283abeeae1c8a093dc950bb4818a5d88633d08160d2d163675feedf806a04	130037	input/projects/2016220/papers/doi_10.1186_s12955-022-01989-9.xml	fb4cda4696ba5cafbc14672878c18e66090efee71924d757d6bfe4eb94a3a249	192968	frozen 209-paper JATS corpus
V2-P181	G181	10.1186/s12955-022-01996-w	corpus/20180140/doi_10.1186_s12955-022-01996-w.md	c9dffe6ec38add6ccc58bd6db7acdfa367a47db3c9b57783046d620661f520fb	61492	input/projects/20180140/papers/doi_10.1186_s12955-022-01996-w.xml	61c64b847e8c56d5c27521cb5772a4eda4ac73333664914540f9499b728afc36	108074	frozen 209-paper JATS corpus
V2-P182	G182	10.1186/s12955-022-02031-8	corpus/20190360/doi_10.1186_s12955-022-02031-8.md	a9ce9d98d6772f8ca2c8259be4b7241093c38ab84eef10fb7e0b5ec909864ba8	37525	input/projects/20190360/papers/doi_10.1186_s12955-022-02031-8.xml	73f8279c19c9274f9596922292daaec60589578bbe50ba34a55372d0cf43b489	71673	frozen 209-paper JATS corpus
V2-P183	G183	10.1186/s12955-023-02131-z	corpus/2016230/doi_10.1186_s12955-023-02131-z.md	b2083bc30a6caf142e5ea44beb9a49f3d4bfb500e10f6c8158ee2dfdc88eee01	50150	input/projects/2016230/papers/doi_10.1186_s12955-023-02131-z.xml	f315300c429496213613038bf407ec80dc8350cba23bcbf1510e29309b02eb39	91224	frozen 209-paper JATS corpus
V2-P184	G184	10.1186/s12955-023-02144-8	corpus/20180030R1/doi_10.1186_s12955-023-02144-8.md	4751d9ab38892ef830f5ae1ab94182ed96f643ae720b545fb4b4f1f1cdfd7832	72829	input/projects/20180030R1/papers/doi_10.1186_s12955-023-02144-8.xml	631e5e551be190236ccc346cbf4a486ebaf4aaa068cdc774cac32a7be2c87fe3	124512	frozen 209-paper JATS corpus
V2-P185	G185	10.1186/s12955-023-02177-z	corpus/333-RA/doi_10.1186_s12955-023-02177-z.md	da767530ccafa9572fb9983794d0964e7287e5a70c13a6960ec7a9413aa135dd	44049	input/projects/333-RA/papers/doi_10.1186_s12955-023-02177-z.xml	ab1641d76d7a6c1330f39fa9203749d912a9d135fa574edf24ba28c5dd4c2b70	84711	frozen 209-paper JATS corpus
V2-P186	G186	10.1186/s12955-023-02207-w	corpus/20190690/doi_10.1186_s12955-023-02207-w.md	6631e86a3d8ebc116dfd697dcd2bf677854c1f796e4a5e63a732ffc1480a89e9	82335	input/projects/20190690/papers/doi_10.1186_s12955-023-02207-w.xml	e33dfe9c55198e6b76f209353725364f024771d6b23a5d7b076a413d47965aa7	138911	frozen 209-paper JATS corpus
V2-P187	G187	10.1186/s12955-024-02271-w	corpus/304-PHD/doi_10.1186_s12955-024-02271-w.md	291a604a17e5ec303c5255f086e3eaa55f16c0255d2975f01af17b56b823f060	125516	input/projects/304-PHD/papers/doi_10.1186_s12955-024-02271-w.xml	59e62ecd0e11fd4edab1abe87f830fd33f578a81ac16790591ed370542118ba4	385766	frozen 209-paper JATS corpus
V2-P188	G188	10.1186/s12955-024-02290-7	corpus/364-RA/doi_10.1186_s12955-024-02290-7.md	9ee7dfff9c287e3c6dd4abab83be9d2f3d32ca4212aa8fae20b4b93c39a717f0	52978	input/projects/364-RA/papers/doi_10.1186_s12955-024-02290-7.xml	fb13012707bed41964a1dcf6534e56d0249fbada21ecd8660c7861914670a782	79053	frozen 209-paper JATS corpus
V2-P189	G189	10.1186/s12955-024-02305-3	corpus/343-RA/doi_10.1186_s12955-024-02305-3.md	757e1baa4498c9417d49250c5778c3779767e29089b5a2c1f1d4a0b177bb0748	88414	input/projects/343-RA/papers/doi_10.1186_s12955-024-02305-3.xml	53a202353447ead8b1e62678047d4d1a6f2ae9d490cf18587767d9d74ee5f6bc	138778	frozen 209-paper JATS corpus
V2-P190	G190	10.1186/s12955-024-02323-1	corpus/341-RA/doi_10.1186_s12955-024-02323-1.md	0799a7ca241ea73db2689a91cd923cc608fd84703978215f058bca66c700cf9a	106425	input/projects/341-RA/papers/doi_10.1186_s12955-024-02323-1.xml	a08b55a1d4b1657da202fe74078fb8a245ce0657aa6667fbae16a5341363efec	149102	frozen 209-paper JATS corpus
V2-P191	G191	10.1186/s12955-025-02397-5	corpus/344-VS/doi_10.1186_s12955-025-02397-5.md	add6f5d387ad5d4c5c3d26cbe761310c2b15985face76a3d4fe00073663cccc9	55922	input/projects/344-VS/papers/doi_10.1186_s12955-025-02397-5.xml	fcc9913210eae61725e4a78d9209882c8dde48cc82ad2ef206d5162ec2980ee3	81796	frozen 209-paper JATS corpus
V2-P192	G192	10.1186/s13561-022-00374-y	corpus/2015200/doi_10.1186_s13561-022-00374-y.md	1c7fb39d9cffe89541b94fa518ae8afd94f822b4b2d8792b199dd741b9cc4580	56852	input/projects/2015200/papers/doi_10.1186_s13561-022-00374-y.xml	f6bf4223959913d08df7ab29e97c5b767e0307dc2c1f1f6b6c71cddb2b1fabef	121095	frozen 209-paper JATS corpus
V2-P193	G193	10.1186/s13643-025-03060-2	corpus/1812-PHD/doi_10.1186_s13643-025-03060-2.md	72bb55d785c259cc3b8a0f55280c7236a9e472e08f5051779caff085bb636556	96276	input/projects/1812-PHD/papers/doi_10.1186_s13643-025-03060-2.xml	b48f6ba215560bfecea3fdb9c5173900c174b5c39d8a9e381af9e5b08a7ef95c	261000	frozen 209-paper JATS corpus
V2-P194	G194	10.1186/s41687-021-00406-x	corpus/20180330/doi_10.1186_s41687-021-00406-x.md	fe477440530ace405a6cecf67757561a5949bdbe68b20b111c0161aec6b75e1c	60136	input/projects/20180330/papers/doi_10.1186_s41687-021-00406-x.xml	fefb959ab8191f9b11ed4670107f4cb10162e7d73e630d72edc6d296b437d41a	114239	frozen 209-paper JATS corpus
V2-P195	G195	10.1186/s41687-025-00928-8	corpus/436-RA/doi_10.1186_s41687-025-00928-8.md	544b05d801a8cf385f60d4784e189a2bd1bb54e8148c9072199907de1e38775c	95266	input/projects/436-RA/papers/doi_10.1186_s41687-025-00928-8.xml	8f6cde5e90bff447e206991da4898d63631986fa3c8511ff92085dbfc5c8f19f	139828	frozen 209-paper JATS corpus
V2-P196	G196	10.1186/s41687-025-00985-z	corpus/1492-RA/doi_10.1186_s41687-025-00985-z.md	975b85316c338820d1694979d7df6a5fde53cfa68dc0bfab4a9609330c958d7f	49236	input/projects/1492-RA/papers/doi_10.1186_s41687-025-00985-z.xml	fce98ea320430f2ae1ed7406b846120079f5589b3d848ad012fe64c0168f7d1d	75294	frozen 209-paper JATS corpus
V2-P197	G197	10.1371/journal.pone.0197098	corpus/2013240/doi_10.1371_journal.pone.0197098.md	4d4db2458959f4df73e503f80a37a9bff816b1dcfae9d0c980b1606ff34f57b7	142228	input/projects/2013240/papers/doi_10.1371_journal.pone.0197098.xml	c277b98b16b9b5f8919797fb023defd348d3a132c03f7ce4477cbb3b09e6396f	224736	frozen 209-paper JATS corpus
V2-P198	G198	10.1371/journal.pone.0200966	corpus/2013240/doi_10.1371_journal.pone.0200966.md	9adba5f8d2082722e066c26812ad0d40cadbd28da6d269342c4c7571c11a7105	58529	input/projects/2013240/papers/doi_10.1371_journal.pone.0200966.xml	54605e31d4d3eee2a9459bdb4906fc6379059552dc698ac2684cc3ca5ea4fe85	103087	frozen 209-paper JATS corpus
V2-P199	G199	10.1371/journal.pone.0290606	corpus/2015200/doi_10.1371_journal.pone.0290606.md	8f3b3dda23875e9d2ec60f0423b8f9d5775938eca2c192e31dac8e6aaa3e6824	129275	input/projects/2015200/papers/doi_10.1371_journal.pone.0290606.xml	5b8e0aaef87898c3ff7a339dde9ebe4db327ba0b49f063b856b2fb8b4ba785dc	207990	frozen 209-paper JATS corpus
V2-P200	G200	10.2196/27669	corpus/2016480/doi_10.2196_27669.md	2f81d9897e83968a3ef06dfecb39c2750a1f766943fd359c66163a2a728f1d43	57943	input/projects/2016480/papers/doi_10.2196_27669.xml	3bca14c08e195c1a14cbdb35eee45a1c081e177fa8f0bb144647c5b672b1c3ac	135432	frozen 209-paper JATS corpus
V2-P201	G201	10.3389/fepid.2023.1144162	corpus/460-RA/doi_10.3389_fepid.2023.1144162.md	5f3bd0b79e50eb3cc64cc38855dc6166f24d0376f5cf183e648cb1d8459485c3	82786	input/projects/460-RA/papers/doi_10.3389_fepid.2023.1144162.xml	5f1817e727fdb9b8fdff38072c36a0c7c3e723ac4eff311a1603f65339cd1763	128357	frozen 209-paper JATS corpus
V2-P202	G202	10.3389/fpubh.2021.744405	corpus/20180630/doi_10.3389_fpubh.2021.744405.md	258a976ef51d38c150d4eefacb68da9c595ee44aeaf7e6c510ea7c7bb767b414	134250	input/projects/20180630/papers/doi_10.3389_fpubh.2021.744405.xml	5eb9a51de137d460a221f33229ac8ff545d4fe796453e350fffccc04812e57a5	222906	frozen 209-paper JATS corpus
V2-P203	G203	10.3390/children10101604	corpus/330-PHD/doi_10.3390_children10101604.md	7f7839b3d96f27197aefe86bf19ce02d9cb6a4fd359b6c7ccef151d3a4293477	83966	input/projects/330-PHD/papers/doi_10.3390_children10101604.xml	1eaae2380eabba23857d9b6c24d49d7a2d36f0cae19ed7bf745f1f6de9db0364	153676	frozen 209-paper JATS corpus
V2-P204	G204	10.3390/children8080714	corpus/361-RA/doi_10.3390_children8080714.md	27244814d0ea554d3b259df48b35b645938ee93349e41941519a314e9f36bbc5	87964	input/projects/361-RA/papers/doi_10.3390_children8080714.xml	49659928d6530cf93d9497a0dc9d546b5a2ac9c7b03fa9c710bfd680b760012e	158618	frozen 209-paper JATS corpus
V2-P205	G205	10.3390/children8100920	corpus/20170540/doi_10.3390_children8100920.md	2b118387a7193d1c4615e20620ea4a594cab9833dc7fa8daad3856c17ba64e53	78850	input/projects/20170540/papers/doi_10.3390_children8100920.xml	2be77b101062f01d172e17bd4db2aa4183b9965e7407f0debb2cce764ac08f64	167967	frozen 209-paper JATS corpus
V2-P206	G206	10.3390/curroncol32110645	corpus/1456-PD/doi_10.3390_curroncol32110645.md	c56fde022f3c5b0ab1a9fe9a206c95f38c6f711c734b82bb98778c78058e1ba4	58691	input/projects/1456-PD/papers/doi_10.3390_curroncol32110645.xml	19bfb2da63063cce642690b71bf45233c2d032a78b2f1268adc4ae45be9c9ed8	132272	frozen 209-paper JATS corpus
V2-P207	G207	10.3390/ijerph19138208	corpus/2014210/doi_10.3390_ijerph19138208.md	5dae42e641feed0fa8449c8f63aaa090f50791ca29d3bf9be2d0b52c964d71b0	65099	input/projects/2014210/papers/doi_10.3390_ijerph19138208.xml	56e8f7ab1ffd8f0b506c020a3acf5ade9ec758b70677fb90e83991ac8a69103c	129386	frozen 209-paper JATS corpus
V2-P208	G208	10.3390/nu16162591	corpus/460-RA/doi_10.3390_nu16162591.md	8b7cca005d2c1fa9631f3981fddf0945e20dfa67678fc845fd73f939bddb73a9	82631	input/projects/460-RA/papers/doi_10.3390_nu16162591.xml	0fade87af8a98ff93cbf0cf3d60981ebb34b5573ad26ccb5fbecacaae4a93312	172881	frozen 209-paper JATS corpus
V2-P209	G209	10.4314/ahs.v23i4.63	corpus/20190670/doi_10.4314_ahs.v23i4.63.md	176cd4158f86738c029652d417fd23da62f2897e225b59b712d3b49fe229af24	69709	input/projects/20190670/papers/doi_10.4314_ahs.v23i4.63.xml	ed35ad6817d6e0526eee5e96cf148bdda30c7960a9ffdc20a62ece6ba1fe2a49	115077	frozen 209-paper JATS corpus
